ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3933588,Source1,2,2022-05-19 08:47:54,2022-05-19 10:12:22,33.505128000000006,-112.090404,33.505805,-112.090402,0.047,Incident on N 15TH AVE near W HIGHLAND AVE Expect delays., W Coolidge St,Phoenix,Maricopa,AZ,85013-2640,US,US/Mountain,KPHX,2022-05-19 08:51:00,80.0,80.0,25.0,28.67,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5156819,Source1,2,2022-08-30 01:38:00,2022-08-30 03:56:10,33.419084999999995,-111.635976,33.422475,-111.636007,0.234,Crash on the on ramp on 202-LOOP Northbound near Salt-Gila Aqueduct (MP 28),AZ-202-LOOP,Mesa,Maricopa,AZ,85207,US,US/Mountain,KFFZ,2022-08-30 01:51:00,95.0,95.0,30.0,28.6,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4384015,Source1,2,2022-09-09 15:23:30,2022-09-09 17:32:30,33.46154,-112.099153,33.461832,-112.053254,2.6460000000000004,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from I-17/Exit 143 (I-10) to 16th St/Exit 146 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85007,US,US/Mountain,KPHX,2022-09-09 15:51:00,99.0,99.0,26.0,28.45,10.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3771480,Source1,2,2022-09-27 09:40:00,2022-09-27 11:01:15,33.625116,-112.116709,33.620543,-112.116731,0.316,Crash on the left shoulder on I-17 Southbound near Thunderbird Rd (MP 212),Black Canyon Fwy S,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,2022-09-27 09:53:00,91.0,91.0,26.0,28.36,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4188595,Source1,2,2022-05-15 18:10:28,2022-05-15 19:32:34,33.320794,-111.806278,33.320794,-111.805803,0.027,Incident on E RAY RD near N COOPER RD Expect delays., W Ray Rd,Gilbert,Maricopa,AZ,85233,US,US/Mountain,KCHD,2022-05-15 17:47:00,106.0,106.0,3.0,28.43,10.0,W,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4502548,Source1,2,2022-02-01 07:20:00,2022-02-01 08:40:01,33.489027,-112.264004,33.474686,-112.266066,0.998,Incident on AZ-101 LOOP SB near MCDOWELL RD Left shoulder closed.,AZ-101 Loop S,Phoenix,Maricopa,AZ,85037,US,US/Mountain,KGEU,2022-02-01 06:58:00,47.0,46.0,55.0,28.71,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4615796,Source1,2,2022-09-07 16:46:30,2022-09-07 18:13:30,33.440829,-112.037584,33.414499,-112.01462,2.25,Slow traffic on Maricopa Fwy E - Papago Fwy E - US-60 E - I-10 E - Pearl Harbor Memorial Hwy from Jefferson St/Exit 148 (I-10) to University Dr/Exit 151 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,2022-09-07 16:51:00,103.0,103.0,17.0,28.68,10.0,E,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3714752,Source1,2,2022-12-27 10:52:13,2022-12-27 12:13:37,33.334726,-111.902873,33.333661,-111.903067,0.074,Incident on S KENWOOD LN near E WARNER RD Expect delays., E Warner Rd,Tempe,Maricopa,AZ,85284,US,US/Mountain,KPHX,2022-12-27 10:51:00,60.0,60.0,41.0,28.85,10.0,E,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4887310,Source1,2,2022-12-29 15:44:56,2022-12-29 17:04:09,33.509475,-111.916999,33.509462,-111.915566,0.083,Incident on E CHAPARRAL RD near N MILLER RD Expect delays., E Chaparral Rd,Scottsdale,Maricopa,AZ,85250-7751,US,US/Mountain,KSDL,2022-12-29 15:53:00,60.0,60.0,60.0,28.26,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5382413,Source1,2,2022-02-04 09:13:00,2022-02-04 10:32:35,33.615020513374255,-112.11679816192571,33.60670051337425,-112.11686816192572,0.575,Incident on I-17 SB near CACTUS RD Right shoulder closed.,N Black Canyon Fwy,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,2022-02-04 08:53:00,44.0,42.0,20.0,28.79,10.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-565070,Source2,2,2022-07-15 15:54:31,2022-07-15 16:24:18,33.672924,-111.977608,,,0.0,HOV lane blocked due to crash on AZ-101-LOOP Westbound at Exit 31 Tatum Blvd.,AZ-101 Loop E,Phoenix,Maricopa,AZ,85050,US,US/Mountain,KDVT,2022-07-15 15:53:00,107.0,,16.0,28.22,10.0,,,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3807859,Source1,2,2022-04-14 16:32:08,2022-04-14 17:54:36,33.417378,-112.409431,33.416124,-112.409431,0.087,Incident on S SARIVAL AVE near W VICTORY ST Expect delays., W Pioneer St,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,2022-04-14 16:47:00,81.0,81.0,6.0,28.82,10.0,VAR,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-549836,Source2,1,2022-08-01 06:06:12,2022-08-01 06:35:49,33.451401000000004,-112.073822,,,0.0,Crash on Central Ave at Van Buren St.,E Van Buren St,Phoenix,Maricopa,AZ,85004-2299,US,US/Mountain,KPHX,2022-08-01 05:51:00,86.0,86.0,53.0,28.77,10.0,S,10.0,0.0,Mostly Cloudy,True,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-5350732,Source1,2,2022-12-16 16:23:29,2022-12-16 17:44:19,33.432234,-112.10867,33.431727,-112.108659,0.035,Incident on S 23RD AVE near W COCOPAH ST Expect delays.,,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-12-16 16:51:00,58.0,58.0,27.0,28.85,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-681990,Source2,2,2022-03-10 08:04:30,2022-03-10 08:33:50,33.460784999999994,-112.013153,,,0.0,Left lane blocked due to crash on AZ-202-LOOP Westbound at Exit 1C 32nd St.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-03-10 07:51:00,51.0,51.0,31.0,28.63,10.0,E,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-710992,Source2,2,2022-02-14 12:46:21,2022-02-14 13:16:10,33.320576,-111.876411,,,0.0,Crash on Dobson Rd at Ray Rd.,W Ray Rd,Chandler,Maricopa,AZ,85224,US,US/Mountain,KCHD,2022-02-14 12:47:00,75.0,75.0,15.0,28.74,10.0,CALM,0.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4807802,Source1,2,2022-12-22 14:32:00,2022-12-22 15:43:00,33.458358000000004,-112.369325,33.457568,-112.322831,2.681,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from N Bullard Ave (I-10) to 115th Ave/Exit 131 (I-10) due to accident.,I-10 E,Goodyear,Maricopa,AZ,85338,US,US/Mountain,KGYR,2022-12-22 14:47:00,63.0,63.0,34.0,29.02,10.0,WSW,5.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5277891,Source1,2,2022-05-18 12:46:29,2022-05-18 14:07:03,33.603111,-112.21937,33.601803000000004,-112.219397,0.09,Incident on N 75TH AVE near W SWEETWATER AVE Expect delays., N 74th Ln,Peoria,Maricopa,AZ,85381-5397,US,US/Mountain,KGEU,2022-05-18 12:58:00,94.0,94.0,9.0,28.76,10.0,S,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4933765,Source1,2,2022-03-05 12:55:30,2022-03-05 13:34:00,33.533932,-112.041607,33.54937,-112.038398,1.083,Slow traffic on AZ-51 N from Bethany Home Rd (AZ-51) to Northern Ave/Exit 7 (AZ-51) due to accident.,Squaw Peak Pkwy,Phoenix,Maricopa,AZ,85016,US,US/Mountain,KPHX,2022-03-05 12:51:00,66.0,66.0,37.0,28.75,10.0,SSW,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4464043,Source1,2,2022-01-17 17:00:30,2022-01-17 17:29:00,33.435305,-112.58507,33.442635,-112.562384,1.403,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from Miller Rd/Exit 114 (I-10) to S Watson Rd/Exit 117 (I-10) due to accident.,I-10 E,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-01-17 16:55:00,68.0,68.0,18.0,28.9,10.0,CALM,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-702793,Source2,2,2022-02-21 06:09:40,2022-02-21 07:09:16,33.407318,-111.978279,,,0.0,Crash on 48th St at Broadway Rd.,Broadway Rd,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,2022-02-21 05:51:00,54.0,54.0,28.0,28.61,10.0,E,8.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-4679214,Source1,2,2022-04-27 08:29:47,2022-04-27 10:36:16,33.38726878150278,-111.95964217132588,33.39106878150278,-111.96746217132583,0.522,Crash on the right shoulder on US-60 Westbound near Priest Dr (172),US-60,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-04-27 08:51:00,75.0,75.0,14.0,28.66,10.0,ESE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-687905,Source2,2,2022-03-05 13:43:36,2022-03-05 14:12:05,33.841007,-112.144066,,,0.0,Right hand shoulder blocked due to crash on I-17 Southbound near Exit 227 Daisy Mountain Dr.,Black Canyon Fwy S,Phoenix,Maricopa,AZ,85086,US,US/Mountain,KDVT,2022-03-05 13:53:00,66.0,66.0,34.0,28.3,10.0,SW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3802969,Source1,2,2022-01-26 17:09:30,2022-01-26 18:29:30,33.282588,-111.811438,33.283147,-111.767498,2.5380000000000003,Slow traffic on Santan Fwy E - AZ-202 Loop E from McQueen Rd (AZ-202 Loop/Santan Fwy) to Val Vista Dr (AZ-202 Loop/Santan Fwy) due to accident.,AZ-202-LOOP,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2022-01-26 16:47:00,68.0,68.0,17.0,28.73,10.0,W,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4452187,Source1,2,2022-04-27 08:51:00,2022-04-27 10:52:00,33.461474,-112.288592,33.45789,-112.328786,2.33,Stationary traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from AZ-101 Loop/99th Ave/Exit 133 (I-10) to Dysart Rd/Exit 129 (I-10) due to accident.,I-10 W,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,2022-04-27 08:47:00,73.0,73.0,19.0,28.84,10.0,VAR,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4515272,Source1,2,2022-11-10 17:39:00,2022-11-10 19:00:39,33.418058,-112.017623,33.415244,-112.015224,0.239,Incident on I-10 EB near SALT RIV Right shoulder closed.,I-10 E,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,2022-11-10 17:51:00,66.0,66.0,29.0,28.76,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4896948,Source1,2,2022-01-21 18:06:00,2022-01-21 19:04:30,33.462471,-112.070256,33.461169,-112.08265,0.72,Slow traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from 7th St/Exit 145 (I-10) to 7th Ave/Exit 144 (I-10) due to accident.,Hance Deck Park Tunnel,Phoenix,Maricopa,AZ,85004,US,US/Mountain,KPHX,2022-01-21 17:51:00,68.0,68.0,20.0,28.67,10.0,NW,5.0,0.0,Partly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5048080,Source1,2,2022-04-28 18:45:10,2022-04-28 20:52:17,33.548609018165834,-111.87926173156796,33.54469901816584,-111.87959173156796,0.271,Crash blocking the on ramp on 101-LOOP Southbound near McDonald Dr (44),AZ-101-LOOP,Scottsdale,Maricopa,AZ,85258,US,US/Mountain,KSDL,2022-04-28 18:53:00,86.0,86.0,8.0,28.08,10.0,WSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4533122,Source1,2,2022-12-19 07:44:30,2022-12-19 09:58:00,33.616169,-112.116522,33.647842,-112.114909,2.19,Stationary traffic on I-17 N - Black Canyon Fwy N from Thunderbird Rd/Exit 210 (I-17) to Union Hills Dr/Exit 214 (I-17) due to accident.,N Black Canyon Hwy,Phoenix,Maricopa,AZ,85023,US,US/Mountain,KDVT,2022-12-19 07:53:00,41.0,37.0,73.0,28.55,10.0,ENE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4150197,Source1,2,2022-01-27 06:53:30,2022-01-27 08:05:30,33.42103400000001,-111.891052,33.456607,-111.889559,2.459,Slow traffic on AZ-101 Loop N - Price Fwy N - Pima Fwy N - Loop 101 N from Broadway Rd/Exit 53 (Price Fwy/AZ-101) to McKellips Rd/Exit 50 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop N,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-01-27 06:51:00,44.0,44.0,51.0,28.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5124022,Source1,2,2022-12-27 18:00:50,2022-12-27 19:38:41,33.378193,-111.946469,33.378196,-111.94723799999998,0.044,Incident on W BASELINE RD near HOUSE 500 Expect delays., W Baseline Rd,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-12-27 17:51:00,69.0,69.0,27.0,28.68,10.0,CALM,0.0,0.0,Cloudy,True,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day
A-3745625,Source1,2,2022-01-26 13:45:30,2022-01-26 14:06:30,33.506338,-112.147876,33.502201,-112.143017,0.4,Stationary traffic on US-60 E from Camelback Rd/43rd Ave (Grand Ave/US-60) to Indian School Rd (Grand Ave/US-60) due to accident.,W Grand Ave,Phoenix,Maricopa,AZ,85019,US,US/Mountain,KGEU,2022-01-26 13:58:00,65.0,65.0,17.0,28.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5210187,Source1,2,2022-03-15 09:33:30,2022-03-15 10:14:30,33.385838,-111.891993,33.385721999999994,-111.934659,2.461,Stationary traffic on Superstition Fwy W - US-60 W from Dobson Rd/Exit 177 (US-60) to Mill Ave/Exit 173 (US-60) due to accident.,Superstition Fwy W,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-03-15 09:51:00,67.0,67.0,20.0,28.97,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4677291,Source1,2,2022-12-12 16:13:15,2022-12-12 17:33:20,33.305113,-111.996773,33.30512,-111.99603,0.043,Incident on E CHANDLER BLVD near S MOUNTAIN PW Expect delays., E Chandler Blvd,Phoenix,Maricopa,AZ,85048-8828,US,US/Mountain,KPHX,2022-12-12 15:51:00,56.0,56.0,44.0,28.63,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645995,Source2,2,2022-04-18 15:13:02,2022-04-18 15:42:51,33.408096,-111.891281,,,0.0,Lane blocked due to crash on AZ-101-LOOP Southbound at Exit 53 Price Rd Exit Mead Ct.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-04-18 14:51:00,93.0,93.0,6.0,28.66,10.0,WNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4678465,Source1,2,2022-01-25 15:30:00,2022-01-25 15:44:00,33.549166917640925,-112.11229205078072,33.55772691764093,-112.11307205078072,0.593,Slow traffic on I-17 N - Black Canyon Fwy N from Glendale Ave/Exit 205 (I-17) to Northern Ave/Exit 206 (I-17) due to accident.,N Black Canyon Hwy,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2022-01-25 15:53:00,65.0,65.0,23.0,28.28,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4680076,Source1,2,2022-04-21 16:55:00,2022-04-21 18:46:30,33.462094,-112.019811,33.462103000000006,-112.037294,1.008,Stationary traffic on AZ-202 Loop W - Red Mountain Fwy W from exit [1B] to exit [1A] due to accident.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-04-21 16:51:00,91.0,91.0,9.0,28.61,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-571189,Source2,2,2022-07-07 19:28:46,2022-07-07 22:34:01,33.564926,-111.888741,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Eastbound near Exit 42 / Pima Rd / 90th St.,N 90th St,Scottsdale,Maricopa,AZ,85258,US,US/Mountain,KSDL,2022-07-07 19:53:00,103.0,103.0,12.0,28.2,10.0,W,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-754410,Source2,2,2022-01-05 06:09:56,2022-01-05 06:38:44,33.483257,-112.113037,,,0.0,Accident on I-17 Southbound at Thomas Rd.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2022-01-05 05:51:00,43.0,43.0,74.0,28.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4225204,Source1,2,2022-05-17 05:54:30,2022-05-17 07:10:30,33.462137,-112.042627,33.462069,-112.056413,0.795,Stationary traffic on I-10 W - Pearl Harbor Memorial Hwy - Papago Fwy W from Washington St/Exit 148 (I-10) to 7th St/Exit 145 (I-10) due to accident.,I-10 W,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2022-05-17 05:51:00,75.0,75.0,18.0,28.6,10.0,E,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4468256,Source1,2,2022-12-30 16:41:30,2022-12-30 17:41:00,33.498490000000004,-111.888028,33.475179,-111.889218,1.612,Stationary traffic on Loop 101 S - Pima Fwy S - AZ-101 Loop S from Chaparral Rd/Exit 46 (Pima Fwy/AZ-101) to Thomas Rd/Exit 48 (Pima Fwy/AZ-101) due to accident.,AZ-101 Loop S,Scottsdale,Maricopa,AZ,85256,US,US/Mountain,KFFZ,2022-12-30 16:51:00,59.0,59.0,69.0,28.83,10.0,ESE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3902563,Source1,2,2022-08-04 00:47:30,2022-08-04 01:10:00,33.623968,-112.417831,33.633908,-112.417813,0.687,Slow traffic on AZ-303 Loop N from W Waddell Rd (AZ-303 Loop/Estrella Fwy) to W Bell Rd (AZ-303 Loop/Estrella Fwy) due to accident.,Bob Stump Memorial Pkwy,Surprise,Maricopa,AZ,85388,US,US/Mountain,KLUF,2022-08-04 00:58:00,94.0,94.0,31.0,28.64,10.0,SSW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4844767,Source1,2,2022-04-26 17:28:00,2022-04-26 17:42:00,33.461853999999995,-112.125868,33.461726,-112.11733999999998,0.4920000000000001,Slow traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 35th Ave/Exit 141 (I-10) to 27th Ave/Exit 142 (I-10) due to accident.,N 31st Ave,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-04-26 17:51:00,96.0,96.0,6.0,28.55,10.0,SSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5450280,Source1,2,2022-07-29 06:21:30,2022-07-29 07:06:00,33.461619,-112.14654,33.461746999999995,-112.11908400000002,1.5830000000000002,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 43rd Ave/Exit 140 (I-10) to 27th Ave/Exit 142 (I-10) due to accident.,I-10 E,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-07-29 06:51:00,79.0,79.0,74.0,28.72,10.0,SW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-610453,Source2,3,2022-05-26 05:14:29,2022-05-26 05:43:59,33.462685,-112.220184,,,0.0,One lane blocked due to crash on I-10 Eastbound at Exits 136 136B 75th Ave.,I-10 W,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-05-26 04:58:00,76.0,76.0,25.0,28.65,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4668711,Source1,2,2022-11-10 15:25:00,2022-11-10 19:34:30,33.669397,-112.100741,33.668381,-112.192557,5.28,Stationary traffic on Loop 101 W - AZ-101 Loop W - Agua Fria Fwy W from 19th Ave/Exit 24 (Pima Fwy/AZ-101) to 67th Ave/Exit 18 (Agua Fria Fwy/AZ-101) due to accident.,AZ-101 Loop W,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2022-11-10 15:53:00,66.0,66.0,29.0,28.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4248384,Source1,2,2022-02-23 07:18:00,2022-02-23 10:14:30,33.359547,-111.969553,33.404705,-111.968303,3.1210000000000004,Slow traffic on Maricopa Fwy W - US-60 W - I-10 W - Pearl Harbor Memorial Hwy from Elliot Rd/Exit 157 (I-10) to Broadway Rd/52nd St/Exit 153B (I-10) due to accident.,I-10 W,Tempe,Maricopa,AZ,85283,US,US/Mountain,KPHX,2022-02-23 06:51:00,51.0,51.0,63.0,28.65,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4814429,Source1,2,2022-05-14 13:54:22,2022-05-14 15:22:15,33.567565,-112.18414,33.567582,-112.185023,0.051,Incident on OLIVE AVE near HOUSE 5800 Expect delays., W Olive Ave,Glendale,Maricopa,AZ,85302-3148,US,US/Mountain,KGEU,2022-05-14 13:58:00,96.0,96.0,5.0,28.73,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4970508,Source1,2,2022-02-13 10:31:00,2022-02-13 11:48:43,33.232443,-112.435316,33.232418,-112.443946,0.499,Incident on W CHANDLER HEIGHTS RD near S RAINBOW VALLEY Drive with caution., W Chandler Heights Rd,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2022-02-13 10:35:00,70.0,70.0,11.0,29.18,10.0,E,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4818002,Source1,2,2022-04-23 14:46:00,2022-04-23 15:19:30,33.669735,-112.138635,33.668526,-112.169219,1.761,Stationary traffic on Loop 101 W - AZ-101 Loop W - Agua Fria Fwy W from 27th Ave (Agua Fria Fwy/AZ-101) to 51st Ave/Exit 20 (Agua Fria Fwy/AZ-101) due to accident.,AZ-101 Loop W,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,2022-04-23 14:53:00,78.0,78.0,12.0,28.27,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4870986,Source1,2,2022-05-13 17:31:44,2022-05-13 18:52:00,33.26215,-111.841433,33.262046000000005,-111.841435,0.0069999999999999,Incident on S ARIZONA near E QUEEN CREEK RD Expect delays., S Arizona Ave,Chandler,Maricopa,AZ,85248,US,US/Mountain,KCHD,2022-05-13 17:47:00,95.0,95.0,5.0,28.54,10.0,SW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4677155,Source1,2,2022-12-03 01:48:00,2022-12-03 04:10:17,33.684891,-112.409349,33.685994,-112.410755,0.111,Incident on US-60 NB near W R H JOHNSON BLVD Right shoulder closed., W Grand Ave,Surprise,Maricopa,AZ,85387,US,US/Mountain,KLUF,2022-12-03 01:55:00,49.0,45.0,70.0,28.96,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4254042,Source1,2,2022-02-23 15:30:30,2022-02-23 17:08:30,33.516636,-112.159868,33.523981,-112.168495,0.71,Stationary traffic on US-60 W from Camelback Rd/43rd Ave (Grand Ave/US-60) to Bethany Home Rd/51st Ave (Grand Ave/US-60) due to accident., W Grand Ave,Glendale,Maricopa,AZ,85301,US,US/Mountain,KGEU,2022-02-23 15:28:00,52.0,52.0,62.0,28.71,10.0,NW,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5368508,Source1,2,2022-03-17 07:37:00,2022-03-17 10:20:30,33.461311,-112.279559,33.461568,-112.092,10.811,Stationary traffic on Papago Fwy E - I-10 E - Pearl Harbor Memorial Hwy from 107th Ave/Exit 132 (I-10) to 7th Ave/Exit 144 (I-10) due to accident.,I-10 E,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,2022-03-17 07:47:00,59.0,59.0,31.0,28.96,10.0,NNW,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4851894,Source1,2,2022-04-10 16:51:39,2022-04-10 18:37:55,33.59867,-112.106202,33.599382,-112.107974,0.113,Incident on COLUMBINE DR near HOUSE 2300 Expect delays., W Bloomfield Rd,Phoenix,Maricopa,AZ,85029-2702,US,US/Mountain,KDVT,2022-04-10 16:53:00,86.0,86.0,12.0,28.04,10.0,WSW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
