ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-643206,Source2,2,2022-04-20 15:54:37,2022-04-20 16:24:27,33.386021,-111.839752,,,0.0,Lane blocked due to crash on US-60 Eastbound at Exit 179 AZ-87 Country Club Dr.,US-60,Mesa,Maricopa,AZ,85210,US,US/Mountain,KFFZ,2022-04-20 15:51:00,89.0,89.0,11.0,28.62,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643207,Source2,2,2022-04-20 15:01:33,2022-04-20 16:38:05,33.386124,-111.822563,,,0.0,Lane blocked due to crash on US-60 Eastbound at Exit 180 Mesa Dr.,S Mesa Dr,Mesa,Maricopa,AZ,85210,US,US/Mountain,KFFZ,2022-04-20 14:51:00,90.0,90.0,10.0,28.64,10.0,WSW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643208,Source2,2,2022-04-20 16:09:42,2022-04-20 17:16:33,33.66761,-112.209503,,,0.0,Lane blocked due to crash on AZ-101-LOOP Westbound at Exit 18 Beardsley Rd.,AZ-101 Loop E,Glendale,Maricopa,AZ,85308,US,US/Mountain,KDVT,2022-04-20 15:53:00,84.0,84.0,14.0,28.21,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643471,Source2,2,2022-04-20 11:26:44,2022-04-20 12:14:24,33.46595,-112.117157,,,0.0,Main roadway closed due to crash on 27th Ave both ways at Mcdowell Rd.,W McDowell Rd,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-04-20 11:08:00,79.0,79.0,12.0,28.66,10.0,SSE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-643573,Source2,2,2022-04-20 07:00:47,2022-04-20 07:44:56,33.297367,-111.741852,,,0.0,Left lane blocked due to crash on AZ-202-LOOP Westbound at Greenfield Rd.,AZ-202-LOOP,Gilbert,Maricopa,AZ,85295,US,US/Mountain,KIWA,2022-04-20 06:55:00,64.0,64.0,19.0,28.37,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643611,Source2,2,2022-04-20 09:21:35,2022-04-20 09:51:10,33.461971000000005,-112.029861,,,0.0,Right lane blocked due to crash on AZ-202-LOOP Westbound at Exits 1A 1B I-10 Exits 147A-B 148.,Red Mountain Fwy E,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-04-20 09:51:00,76.0,76.0,13.0,28.64,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-643664,Source2,2,2022-04-20 07:32:31,2022-04-20 09:04:01,32.199604,-110.949547,,,0.5,Crash on Silverlake Rd from Mountain Ave to Kino Pkwy.,E Silverlake Rd,Tucson,Pima,AZ,85713,US,US/Mountain,KTUS,2022-04-20 07:58:00,63.0,63.0,18.0,27.09,10.0,ESE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-643804,Source2,2,2022-04-20 06:49:31,2022-04-20 07:49:50,33.233791,-111.772522,,,0.0,Crash on Lindsay Rd at Chandler Heights Rd.,E Chandler Heights Rd,Chandler,Maricopa,AZ,85249,US,US/Mountain,KCHD,2022-04-20 06:47:00,68.0,68.0,17.0,28.5,10.0,S,10.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-643805,Source2,2,2022-04-20 06:26:52,2022-04-20 07:57:39,33.363689,-111.940208,,,0.0,Crash on Guadalupe Rd at Ash Ave.,W Guadalupe Rd,Tempe,Maricopa,AZ,85283,US,US/Mountain,KPHX,2022-04-20 06:51:00,67.0,67.0,19.0,28.59,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643806,Source2,2,2022-04-20 06:39:12,2022-04-20 07:56:27,33.465969,-112.15181,,,0.0,Crash on Mcdowell Rd at 43rd Ave.,W McDowell Rd,Phoenix,Maricopa,AZ,85009-2096,US,US/Mountain,KPHX,2022-04-20 06:51:00,67.0,67.0,19.0,28.59,10.0,SSE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-643807,Source2,2,2022-04-20 07:37:14,2022-04-20 08:40:05,33.526409,-112.10398899999998,,,0.0,Crash on 21st Ave at Berridge Ln.,N 21st Ave,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2022-04-20 07:51:00,68.0,68.0,21.0,28.62,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-643808,Source2,2,2022-04-20 04:39:17,2022-04-20 05:24:00,33.596443,-111.891525,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Southbound at Exit 40 Cactus Rd.,E Cactus Rd,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,2022-04-20 04:53:00,70.0,70.0,16.0,28.14,10.0,SW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-643819,Source2,2,2022-04-20 07:52:54,2022-04-20 09:10:08,33.386608,-111.563385,,,0.0,Crash on US-60 Eastbound at Exit 195 Ironwood Dr.,Superstition Fwy E,Apache Junction,Pinal,AZ,85120,US,US/Mountain,KIWA,2022-04-20 07:50:00,68.0,68.0,18.0,28.39,10.0,SSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-643928,Source2,2,2022-04-20 05:31:53,2022-04-20 06:31:54,32.191963,-110.841057,,,0.0,Crash on Golf Links Rd at Kolb Rd.,E Golf Links Rd,Tucson,Pima,AZ,85730-1018,US,US/Mountain,KDMA,2022-04-20 05:58:00,57.0,57.0,21.0,27.06,10.0,SE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-643929,Source2,3,2022-04-20 05:28:04,2022-04-20 06:30:55,33.462723,-112.133484,,,0.0,Left lane blocked due to crash on I-10 Eastbound at Exit 141 35th Ave.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-04-20 05:51:00,69.0,69.0,17.0,28.59,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-643930,Source2,2,2022-04-20 06:27:42,2022-04-20 07:13:05,33.48024,-111.987022,,,0.0,Crash on Thomas Rd at 44th St.,N 44th St,Phoenix,Maricopa,AZ,85018,US,US/Mountain,KPHX,2022-04-20 06:51:00,67.0,67.0,19.0,28.59,10.0,SSE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-644193,Source2,2,2022-04-20 05:33:59,2022-04-20 06:34:24,33.335236,-111.824287,,,0.0,Crash on Warner Rd at Mcqueen Rd.,E Warner Rd,Gilbert,Maricopa,AZ,85233,US,US/Mountain,KCHD,2022-04-20 06:47:00,68.0,68.0,17.0,28.5,10.0,S,10.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-644324,Source2,2,2022-04-20 04:32:44,2022-04-20 05:02:00,33.623386,-111.890846,,,0.0,Crash on AZ-101-LOOP Southbound at Raintree Dr.,AZ-101 Loop S,Scottsdale,Maricopa,AZ,85260,US,US/Mountain,KSDL,2022-04-20 04:53:00,70.0,70.0,16.0,28.14,10.0,SW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-644716,Source2,3,2022-04-19 20:30:45,2022-04-19 21:25:09,35.229488,-112.586006,,,0.0,Lane blocked due to crash on I-40 Westbound at Exit 139 Crookton Rd.,State Route 66,Ash Fork,Yavapai,AZ,86320,US,US/Mountain,KCMR,2022-04-19 20:57:00,57.0,57.0,11.0,23.12,10.0,SW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-644797,Source2,3,2022-04-19 16:05:54,2022-04-19 17:09:00,33.461582,-112.274689,,,0.0,Lane blocked due to crash on I-10 Westbound at Exits 132 133A 134 99th Ave.,I-10,Avondale,Maricopa,AZ,85392,US,US/Mountain,KGEU,2022-04-19 15:58:00,96.0,96.0,3.0,28.57,10.0,SW,20.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-644798,Source2,2,2022-04-19 18:06:35,2022-04-19 18:35:59,33.465511,-111.79256399999998,,,0.0,Two lanes blocked due to crash on AZ-202-LOOP Eastbound at Exit 16 Gilbert Rd.,AZ-202 Loop W,Mesa,Maricopa,AZ,85203,US,US/Mountain,KFFZ,2022-04-19 17:51:00,97.0,97.0,4.0,28.51,10.0,WSW,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-644878,Source2,2,2022-04-19 16:42:57,2022-04-19 17:12:46,33.65815,-111.925308,,,0.0,Lane blocked due to crash on AZ-101-LOOP Westbound at Exit 34 Scottsdale Rd.,N Scottsdale Rd,Scottsdale,Maricopa,AZ,85255,US,US/Mountain,KSDL,2022-04-19 16:53:00,95.0,95.0,4.0,28.09,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-644885,Source2,2,2022-04-19 16:51:20,2022-04-19 17:21:09,33.559361,-112.037727,,,0.0,HOV lane blocked due to crash on AZ-51 Southbound at Exit 7 Northern Ave.,Piestewa Fwy N,Phoenix,Maricopa,AZ,85028,US,US/Mountain,KSDL,2022-04-19 16:53:00,95.0,95.0,4.0,28.09,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645139,Source2,4,2022-04-19 13:18:36,2022-04-19 13:48:20,35.191669,-114.067459,,,7.440000057220459,Lane blocked due to crash on I-40 Eastbound from Exit 44 AZ-66 Shinarump Dr to Exit 48 US-93 Beale St.,US-93 N,Kingman,Mohave,AZ,86401,US,US/Mountain,KIGM,2022-04-19 12:51:00,80.0,80.0,8.0,26.42,10.0,WSW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645182,Source2,2,2022-04-19 10:55:50,2022-04-19 11:41:30,33.460506,-112.036415,,,0.0,Lane blocked due to crash on AZ-202-LOOP Westbound at Exit 1.,147A,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2022-04-19 10:51:00,82.0,82.0,10.0,28.65,10.0,ESE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645237,Source2,2,2022-04-19 09:18:18,2022-04-19 10:34:59,33.683834000000004,-112.065659,,,0.0,Lane blocked due to crash on Deer Valley Dr at 7th St.,N 7th St,Phoenix,Maricopa,AZ,85024,US,US/Mountain,KDVT,2022-04-19 08:53:00,75.0,75.0,13.0,28.23,10.0,SE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645283,Source2,2,2022-04-19 09:56:33,2022-04-19 10:41:18,33.291931,-112.031944,,,0.0,Right lane blocked due to crash on AZ-202-LOOP Westbound at Exit 58 / 24th St.,Congressman Ed Pastor Fwy,Phoenix,Maricopa,AZ,85048,US,US/Mountain,KPHX,2022-04-19 09:51:00,78.0,78.0,12.0,28.64,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645304,Source2,2,2022-04-19 07:02:52,2022-04-19 07:47:12,32.143260999999995,-110.926201,,,0.0,Crash on Country Club Rd at Mossman Rd.,S Country Club Rd,Tucson,Pima,AZ,85706-4513,US,US/Mountain,KTUS,2022-04-19 06:58:00,61.0,61.0,14.0,27.11,10.0,ESE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-645305,Source2,2,2022-04-19 07:44:46,2022-04-19 08:13:43,33.537724,-112.237701,,,0.0,Crash on Glendale Ave at 83rd Ave.,N 83rd Ave,Glendale,Maricopa,AZ,85303,US,US/Mountain,KGEU,2022-04-19 07:58:00,65.0,65.0,27.0,28.67,10.0,NW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645398,Source2,3,2022-04-19 07:58:23,2022-04-19 08:43:42,33.390991,-111.967484,,,0.0,Left lane blocked due to crash on I-10 Westbound at US-60.,I-10 W,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-04-19 07:51:00,70.0,70.0,18.0,28.63,10.0,E,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645399,Source2,2,2022-04-19 07:45:39,2022-04-19 08:15:20,33.3932,-112.030083,,,0.0,Crash on Southern Ave at 24th St.,S 24th St,Phoenix,Maricopa,AZ,85042-4701,US,US/Mountain,KPHX,2022-04-19 07:51:00,70.0,70.0,18.0,28.63,10.0,E,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645424,Source2,2,2022-04-19 07:50:11,2022-04-19 08:34:43,33.607639,-112.06517,,,0.0,Crash on Thunderbird Rd at 7th St.,N 7th St,Phoenix,Maricopa,AZ,85022,US,US/Mountain,KDVT,2022-04-19 07:53:00,72.0,72.0,13.0,28.22,10.0,E,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645440,Source2,2,2022-04-19 06:54:45,2022-04-19 07:39:25,33.710819,-112.272446,,,0.0,Crash on Happy Valley Rd at Lake Pleasant Pkwy.,W Happy Valley Pkwy,Peoria,Maricopa,AZ,85383,US,US/Mountain,KDVT,2022-04-19 06:53:00,72.0,72.0,12.0,28.21,10.0,E,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645448,Source2,2,2022-04-19 06:59:26,2022-04-19 07:44:38,33.282883,-111.824394,,,0.0,Right hand shoulder blocked due to crash on AZ-202-LOOP Westbound at Exit 46 Mcqueen Rd.,S McQueen Rd,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2022-04-19 06:47:00,68.0,68.0,23.0,28.51,10.0,CALM,0.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645569,Source2,2,2022-04-19 06:05:51,2022-04-19 06:35:31,33.625992,-111.960342,,,0.0,Crash on 56th St at Greenway Rd.,E Greenway Rd,Scottsdale,Maricopa,AZ,85254,US,US/Mountain,KSDL,2022-04-19 05:53:00,68.0,68.0,22.0,28.18,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-645675,Source2,2,2022-04-19 06:06:55,2022-04-19 06:36:06,33.386681,-111.724487,,,0.0,Center lane blocked due to crash on US-60 Westbound at Exit 186 Higley Rd.,US-60,Mesa,Maricopa,AZ,85206,US,US/Mountain,KFFZ,2022-04-19 05:51:00,69.0,69.0,19.0,28.61,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645676,Source2,3,2022-04-19 05:51:14,2022-04-19 06:36:00,33.462093,-112.049942,,,0.0,HOV lane blocked due to crash on I-10 Eastbound at Exit 146 16th St.,I-10 W,Phoenix,Maricopa,AZ,85006,US,US/Mountain,KPHX,2022-04-19 05:51:00,69.0,69.0,19.0,28.61,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-645841,Source2,3,2022-04-19 05:25:14,2022-04-19 06:11:41,33.412292,-112.010498,,,0.0,Left lane blocked due to crash on I-10 Eastbound at Exit 151 32nd St.,E University Dr,Phoenix,Maricopa,AZ,85040,US,US/Mountain,KPHX,2022-04-19 05:51:00,69.0,69.0,19.0,28.61,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-645981,Source2,3,2022-04-18 15:02:32,2022-04-18 15:48:47,35.281719,-109.239853,,,0.0,Lane blocked due to crash on I-40 Eastbound at Exit 346 Pine Springs Rd.,Big Arrow Rd,Ganado,Apache,AZ,86505,US,US/Mountain,KRQE,2022-04-18 14:53:00,77.0,77.0,3.0,23.48,10.0,WSW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645994,Source2,2,2022-04-18 15:31:00,2022-04-18 16:23:12,33.385895,-111.857605,,,0.0,Lane blocked due to crash on US-60 Eastbound at Exit 178 Alma School Rd.,S Alma School Rd,Mesa,Maricopa,AZ,85202,US,US/Mountain,KCHD,2022-04-18 16:47:00,93.0,93.0,4.0,28.5,10.0,WSW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645995,Source2,2,2022-04-18 15:13:02,2022-04-18 15:42:51,33.408096,-111.891281,,,0.0,Lane blocked due to crash on AZ-101-LOOP Southbound at Exit 53 Price Rd Exit Mead Ct.,AZ-101-LOOP,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-04-18 14:51:00,93.0,93.0,6.0,28.66,10.0,WNW,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-645996,Source2,2,2022-04-18 13:34:50,2022-04-18 14:04:39,33.655041,-112.030869,,,0.0,Lane blocked due to crash on Union Hills Dr at Cave Creek Rd.,E Union Hills Dr,Phoenix,Maricopa,AZ,85024-3022,US,US/Mountain,KDVT,2022-04-18 13:53:00,88.0,88.0,7.0,28.28,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-646154,Source2,3,2022-04-18 17:58:40,2022-04-18 18:28:24,33.382442,-111.967003,,,0.0,HOV lane blocked due to crash on I-10 Westbound at Baseline Rd.,S Arizona Mills Cir,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-04-18 17:51:00,95.0,95.0,5.0,28.6,10.0,W,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646608,Source2,3,2022-04-18 12:10:32,2022-04-18 12:40:21,33.483257,-112.113037,,,0.0,Lane blocked due to crash on I-17 Northbound at Exit 201 Black Canyon Fwy.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2022-04-18 11:51:00,85.0,85.0,11.0,28.74,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646723,Source2,2,2022-04-18 09:56:27,2022-04-18 10:25:52,33.487541,-112.032372,,,0.0,Crash on 23rd St at Osborn Rd.,N 23rd St,Phoenix,Maricopa,AZ,85016-6637,US,US/Mountain,KPHX,2022-04-18 09:51:00,75.0,75.0,18.0,28.74,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-646786,Source2,2,2022-04-18 07:41:26,2022-04-18 08:25:54,32.195301,-110.89257,,,0.0,Crash on Golf Links Rd at Swan Rd.,E Golf Links Rd,Tucson,Pima,AZ,85711,US,US/Mountain,KDMA,2022-04-18 07:58:00,60.0,60.0,17.0,27.18,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-646787,Source2,2,2022-04-18 07:43:18,2022-04-18 08:28:20,32.325779,-110.938591,,,0.0,Crash on Skyline Dr at Orange Grove Rd.,E Skyline Dr,Tucson,Pima,AZ,85718,US,US/Mountain,KDMA,2022-04-18 07:58:00,60.0,60.0,17.0,27.18,10.0,SE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-646788,Source2,3,2022-04-18 09:23:22,2022-04-18 09:53:01,33.428596,-112.039864,,,0.0,HOV lane blocked due to crash on I-10 Eastbound at Exit 150 I-17 Exit 194.,I-17 N,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,2022-04-18 09:51:00,75.0,75.0,18.0,28.74,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646789,Source2,2,2022-04-18 09:25:03,2022-04-18 09:54:35,33.481339,-111.969559,,,0.0,Crash on Verde Ln at 52nd St.,N 52nd St,Phoenix,Maricopa,AZ,85018,US,US/Mountain,KPHX,2022-04-18 09:51:00,75.0,75.0,18.0,28.74,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646801,Source2,2,2022-04-18 03:55:24,2022-04-18 04:42:15,33.465321,-112.238022,,,0.0,Crash on Mcdowell Rd at 83rd Ave.,W McDowell Rd,Phoenix,Maricopa,AZ,85035,US,US/Mountain,KGEU,2022-04-18 03:58:00,62.0,62.0,19.0,28.73,10.0,N,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-646815,Source2,2,2022-04-18 06:46:41,2022-04-18 07:31:28,32.250640999999995,-110.905487,,,0.3100000023841858,Crash on Grant Rd both ways from Sycamore Blvd to Walnut Ave.,E Grant Rd,Tucson,Pima,AZ,85712-2508,US,US/Mountain,KDMA,2022-04-18 06:58:00,53.0,53.0,21.0,27.16,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-646867,Source2,2,2022-04-18 06:52:26,2022-04-18 07:21:40,32.323399,-111.0373,,,0.0,Crash on Orange Grove Rd at Camino De La Tierra.,N Camino de la Tierra,Tucson,Pima,AZ,85741,US,US/Mountain,KDMA,2022-04-18 06:58:00,53.0,53.0,21.0,27.16,10.0,SSE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-646868,Source2,3,2022-04-18 08:12:37,2022-04-18 08:57:57,33.461731,-112.115021,,,0.0,Right lane blocked due to crash on I-10 Eastbound at I-17.,I-10,Phoenix,Maricopa,AZ,85009,US,US/Mountain,KPHX,2022-04-18 07:51:00,67.0,67.0,21.0,28.73,10.0,ESE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646892,Source2,2,2022-04-18 07:56:40,2022-04-18 08:26:23,32.295334000000004,-110.961098,,,0.479999989271164,Crash on River Rd both ways from Campana Dr to 1st Ave.,N 1st Ave,Tucson,Pima,AZ,85718-5612,US,US/Mountain,KDMA,2022-04-18 07:58:00,60.0,60.0,17.0,27.18,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-646943,Source2,2,2022-04-18 07:13:03,2022-04-18 07:58:10,33.295311,-111.743721,,,0.0,Right hand shoulder blocked due to crash on AZ-202-LOOP at Exit 41 Santan Village Pkwy.,AZ-202 Loop W,Gilbert,Maricopa,AZ,85295,US,US/Mountain,KIWA,2022-04-18 06:47:00,55.0,55.0,26.0,28.47,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646944,Source2,2,2022-04-18 06:33:11,2022-04-18 07:33:14,33.467182,-112.268623,,,0.0,Right hand shoulder blocked due to crash on AZ-101-LOOP Northbound near Exit 2 Mcdowell Rd.,AZ-101 Loop S,Phoenix,Maricopa,AZ,85037,US,US/Mountain,KGEU,2022-04-18 06:58:00,57.0,57.0,26.0,28.75,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-646995,Source2,3,2022-04-18 06:03:54,2022-04-18 06:48:34,33.557693,-112.113045,,,0.0,Right lane blocked due to crash on I-17 Southbound near Northern Ave.,Black Canyon Fwy N,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2022-04-18 05:53:00,61.0,61.0,21.0,28.29,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-647035,Source2,2,2022-04-18 06:34:44,2022-04-18 07:04:25,32.250629,-110.909737,,,0.0,Crash on Grant Rd at Alvernon Way.,E Grant Rd,Tucson,Pima,AZ,85716-2944,US,US/Mountain,KDMA,2022-04-18 06:58:00,53.0,53.0,21.0,27.16,10.0,SSE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-647036,Source2,2,2022-04-18 05:56:44,2022-04-18 06:42:10,33.422546000000004,-111.977577,,,0.0,Crash on AZ-143 at Exit 2 University Dr.,AZ-143,Tempe,Maricopa,AZ,85281,US,US/Mountain,KPHX,2022-04-18 05:51:00,67.0,67.0,21.0,28.7,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-647037,Source2,2,2022-04-18 05:07:00,2022-04-18 05:36:39,33.47681,-112.117088,,,0.0,Crash on 27th Ave at Virginia Ave.,N 27th Ave,Phoenix,Maricopa,AZ,85009-1711,US,US/Mountain,KPHX,2022-04-18 04:51:00,66.0,66.0,23.0,28.7,10.0,E,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-647171,Source2,2,2022-04-18 05:06:22,2022-04-18 05:35:51,32.177929,-110.941353,,,0.0,Crash on Ajo Way at I-10 Exit 263.,E Ajo Way,Tucson,Pima,AZ,85713-0008,US,US/Mountain,KTUS,2022-04-18 04:58:00,56.0,56.0,19.0,27.15,10.0,SSE,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-647331,Source2,2,2022-04-18 04:13:02,2022-04-18 04:42:36,33.472851,-111.978119,,,0.0,Crash on 48th St at Oak St.,N 48th St,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-04-18 03:51:00,68.0,68.0,22.0,28.71,10.0,ESE,6.0,0.0,Fair,True,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-647368,Source2,2,2022-04-17 18:38:53,2022-04-17 19:08:15,33.422153,-112.189583,,,0.0,HOV lane blocked due to crash on AZ-202-LOOP Northbound at Exit 74 Lower Buckeye Rd.,S Mountain Fwy,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2022-04-17 18:58:00,90.0,90.0,9.0,28.73,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
